wer,ld,m,insertions,deletions,substitutions,inserted_words,deleted_words,substituted_words
0.0,0,1,0,0,0,[],[],[]
7.0,7,1,1,0,1,['grratch'],[],"[('bullshit', 'shit')]"
5.5,11,2,1,0,2,['dttt'],[],"[('three', 'email'), ('twos', 'me')]"
4.0,8,2,0,0,2,[],[],"[('two', 'shes'), ('sixes', 'texas')]"
3.6666666666666665,11,3,0,1,2,[],['you'],"[('see', 'moose'), ('though', 'horizon')]"
4.0,8,2,0,0,2,[],[],"[('four', 'more'), ('nines', 'knives')]"
0.0,0,2,0,0,0,[],[],[]
3.5,7,2,1,0,1,['watch'],[],"[('jacks', 'zips')]"
4.666666666666667,14,3,2,0,2,"['what', 'the']",[],"[('yeah', 'hell'), ('do', 'doing')]"
1.1666666666666667,7,6,1,0,1,['your'],[],"[('yours', 'ass')]"
1.2,18,15,1,1,3,['gonna'],['game'],"[('its', 'games'), ('cuz', 'cause'), ('going', 'shr')]"
1.0,13,13,0,3,1,[],"['they', 'they', 'want']","[('dont', 'didnt')]"
0.0,0,2,0,0,0,[],[],[]
13.5,27,2,9,0,0,"['oh', 'my', 'god', 'that', 'was', 'a', 'bit', 'of', 'surprise']",[],[]
1.0,4,4,0,0,1,[],[],"[('cards', 'guys')]"
7.0,14,2,2,0,2,"['oh', 'lets']",[],"[('ah', 'see'), ('okay', 'oh')]"
0.8,4,5,0,0,1,[],[],"[('them', 'it')]"
0.0,0,1,0,0,0,[],[],[]
4.0,20,5,4,0,2,"['i', 'wanna', 'looks', 'better']",[],"[('can', 'try'), ('we', 'to')]"
0.8666666666666667,13,15,2,1,1,"['thicker', 'so']",['one'],"[('well', 'but')]"
7.0,7,1,1,0,1,['thatll'],[],"[('yeah', 'do')]"
2.375,19,8,0,1,4,[],['me'],"[('what', 'well'), ('else', 'thats'), ('do', 'what'), ('though', 'yeah')]"
0.42857142857142855,3,7,0,1,0,[],['dont'],[]
3.090909090909091,68,22,2,2,14,"['bit', 'of']","['oh', 'cards']","[('my', 'thats'), ('god', 'so'), ('you', 'sweet'), ('guys', 'thats'), ('saw', 'so'), ('too', 'sweet'), ('many', 'mmhmm'), ('cards', 'mmhmm'), ('im', 'thats'), ('upset', 'so'), ('you', 'sweet'), ('saw', 'oh'), ('how', 'gosh'), ('about', 'im')]"
3.8,19,5,0,1,4,[],['bullshit'],"[('hm', 'post'), ('bullshit', 'it'), ('three', 'post'), ('fives', 'it')]"
1.625,13,8,3,0,1,"['if', 'you', 'had']",[],"[('four', 'not')]"
2.0,8,4,0,0,2,[],[],"[('im', 'thats'), ('next', 'right')]"
3.6666666666666665,11,3,0,1,2,[],['alright'],"[('lets', 'thank'), ('play', 'you')]"
4.0,8,2,0,0,2,[],[],"[('three', 'notice'), ('more', 'shamami')]"
0.0,0,8,0,0,0,[],[],[]
0.0,0,3,0,0,0,[],[],[]
2.3333333333333335,14,6,0,2,2,[],"['oh', 'gimme']","[('gimme', 'give'), ('gimme', 'me')]"
2.235294117647059,38,17,0,2,8,[],"['and', 'i']","[('its', 'if'), ('okay', 'somebody'), ('lets', 'else'), ('play', 'played'), ('mean', 'then'), ('home', 'on'), ('and', 'the'), ('mahjong', 'module')]"
1.0,12,12,2,2,0,"['can', 'no']","['next', 'time']",[]
1.25,10,8,0,2,1,[],"['and', 'you']","[('take', 'do')]"
3.6666666666666665,33,9,2,1,6,"['used', 'to']",['that'],"[('why', 'seven'), ('im', 'so'), ('calling', 'i'), ('bullshit', 'cant'), ('on', 'believe'), ('you', 'it')]"
0.0,0,2,0,0,0,[],[],[]
3.25,13,4,3,0,1,"['im', 'slide', 'be']",[],"[('imma', 'gonna')]"
2.0,4,2,0,0,1,[],[],"[('five', 'fives')]"
10.0,10,1,2,0,1,"['n', 'm']",[],"[('oh', 'n')]"
1.3333333333333333,8,6,0,0,2,[],[],"[('yup', 'yep'), ('liar', 'blire')]"
4.0,8,2,0,0,2,[],[],"[('two', 'come'), ('more', 'on')]"
0.0,0,2,0,0,0,[],[],[]
7.0,14,2,2,0,2,"['its', 'very']",[],"[('rightfully', 'pretty'), ('called', 'cold')]"
3.5,7,2,0,1,1,[],['two'],"[('fives', 'bye')]"
0.0,0,6,0,0,0,[],[],[]
0.26666666666666666,4,15,0,0,1,[],[],"[('this', 'these')]"
3.0,12,4,0,0,3,[],[],"[('steph', 'is'), ('think', 'that'), ('it', 'thing')]"
2.0,8,4,0,0,2,[],[],"[('oh', 'tampa'), ('its', 'is')]"
3.5,14,4,2,0,2,"['the', 'deck']",[],"[('my', 'more'), ('cards', 'properly')]"
10.0,10,1,2,0,1,"['thanks', 'for']",[],"[('huh', 'watching')]"
0.0,0,2,0,0,0,[],[],[]
1.1428571428571428,8,7,0,0,2,[],[],"[('my', 'messed'), ('stuff', 'up')]"
0.0,0,1,0,0,0,[],[],[]
0.26666666666666666,4,15,0,0,1,[],[],"[('game', 'games')]"
0.2727272727272727,3,11,0,1,0,[],['like'],[]
3.5,7,2,0,1,1,[],['two'],"[('more', 'touring')]"
3.5,7,2,0,1,1,[],['two'],"[('nines', 'nice')]"
0.0,0,1,0,0,0,[],[],[]
0.0,0,4,0,0,0,[],[],[]
3.5,7,2,1,0,1,['come'],[],"[('one', 'on')]"
1.8333333333333333,11,6,0,1,2,[],['dont'],"[('nine', 'a'), ('tens', 'tenths')]"
12.5,75,6,17,0,6,"['and', 'so', 'most', 'people', 'are', 'department', 'of', 'justice', 'and', 'shopkins', 'they', 'train', 'police', 'officers', 'in', 'the', 'dream']",[],"[('you', 'and'), ('can', 'this'), ('just', 'will'), ('say', 'take'), ('pass', 'slow'), ('pass', 'moves')]"
0.0,0,7,0,0,0,[],[],[]
0.0,0,2,0,0,0,[],[],[]
0.0,0,2,0,0,0,[],[],[]
0.0,0,6,0,0,0,[],[],[]
0.0,0,3,0,0,0,[],[],[]
0.0,0,5,0,0,0,[],[],[]
0.0,0,1,0,0,0,[],[],[]
10.571428571428571,148,14,32,0,13,"['by', 'the', 'way', 'you', 'have', 'the', 'value', 'if', 'you', 'are', 'really', 'sick', 'to', 'this', 'whole', 'room', 'do', 'not', 'go', 'before', 'going', 'anymore', 'you', 'know', 'how', 'to', 'act', 'well', 'cannot', 'be', 'used', 'for']",[],"[('point', 'or'), ('pass', 'when'), ('can', 'being'), ('just', 'sick'), ('say', 'over'), ('pass', 'the'), ('pass', 'before'), ('all', 'going'), ('cards', 'but'), ('remain', 'give'), ('in', 'yourself'), ('someone', 'an'), ('hands', 'answer')]"
0.0,0,11,0,0,0,[],[],[]
4.0,4,1,0,0,1,[],[],"[('uh', 'ha')]"
4.0,4,1,0,0,1,[],[],"[('uh', 'oh')]"
1.75,14,8,1,1,2,['for'],['oh'],"[('oh', 'awesome'), ('four', 'me')]"
2.0,4,2,0,0,1,[],[],"[('eights', 'eggs')]"
1.0,4,4,0,0,1,[],[],"[('that', 'this')]"
3.0,12,4,0,0,3,[],[],"[('uncle', 'all'), ('serve', 'the'), ('it', 'savages')]"
1.5,3,2,0,1,0,[],['nine'],[]
4.0,4,1,0,0,1,[],[],"[('eight', 'awww')]"
0.875,7,8,1,0,1,['b'],[],"[('bs', 'a')]"
5.333333333333333,16,3,4,0,1,"['ill', 'pick', 'that', 'shit']",[],"[('bullshit', 'up')]"
2.2,11,5,1,0,2,['yeah'],[],"[('never', 'were'), ('reveal', 'revealed')]"
3.5,28,8,0,4,4,[],"['cut', 'it', 'cut', 'it']","[('cut', 'panic'), ('it', 'panic'), ('cut', 'panic'), ('it', 'panic')]"
0.35,7,20,0,1,1,[],['today'],"[('will', 'can')]"
4.0,28,7,0,0,7,[],[],"[('how', 'it'), ('do', 'will'), ('you', 'be'), ('feel', 'filled'), ('you', 'in'), ('right', 'a'), ('now', 'grill')]"
0.0,0,2,0,0,0,[],[],[]
2.3636363636363638,26,11,0,6,2,[],"['imma', 'let', 'it', 'imma', 'let', 'it']","[('slide', 'im'), ('imma', 'gonna')]"
4.0,20,5,4,0,2,"['im', 'show', 'on', 'the']",[],"[('imma', 'gonna'), ('be', 'beat')]"
2.0,4,2,0,0,1,[],[],"[('tens', 'times')]"
3.0,12,4,0,0,3,[],[],"[('oh', 'how'), ('its', 'is'), ('turn', 'son')]"
1.75,7,4,0,1,1,[],['telling'],"[('me', 'coming')]"
4.0,8,2,0,0,2,[],[],"[('that', 'ian'), ('card', 'bye')]"
2.25,9,4,2,1,0,"['im', 'no']",['so'],[]
3.5,7,2,0,1,1,[],['two'],"[('tens', 'thanks')]"
1.9166666666666667,23,12,0,1,5,[],['bullshit'],"[('just', 'forces'), ('put', 'this'), ('it', 'will'), ('back', 'make'), ('it', 'you')]"
1.3333333333333333,4,3,0,0,1,[],[],"[('woah', 'oh')]"
4.0,8,2,0,0,2,[],[],"[('three', 'see'), ('more', 'you')]"
0.0,0,3,0,0,0,[],[],[]
0.0,0,3,0,0,0,[],[],[]
1.0810810810810811,40,37,0,12,1,[],"['you', 'still', 'you', 'know', 'and', 'you', 'know', 'so', 'its', 'more', 'than', 'a']","[('can', 'cant')]"
0.9375,15,16,0,1,3,[],['twister'],"[('can', 'twisterkin'), ('oh', 'are'), ('or', 'are')]"
4.25,17,4,3,0,2,"['lets', 'see', 'what']",[],"[('ace', 'is'), ('ace', 'is')]"
2.7,27,10,0,9,0,[],"['oh', 'no', 'no', 'give', 'me', 'give', 'me', 'one', 'second']",[]
3.5,21,6,0,3,3,[],"['how', 'do', 'we']","[('even', 'i'), ('play', 'love'), ('mahjong', 'you')]"
0.0,0,2,0,0,0,[],[],[]
4.0,8,2,0,0,2,[],[],"[('four', 'for'), ('eights', 'you')]"
0.0,0,2,0,0,0,[],[],[]
4.0,8,2,0,0,2,[],[],"[('one', 'im'), ('ten', 'sorry')]"
0.0,0,7,0,0,0,[],[],[]
3.0,3,1,1,0,0,['it'],[],[]
2.3333333333333335,7,3,1,0,1,['two'],[],"[('ten', 'three')]"
7.0,7,1,1,0,1,['please'],[],"[('hmm', 'go')]"
3.5,7,2,0,1,1,[],['four'],"[('six', 'ok')]"
4.0,12,3,0,0,3,[],[],"[('four', 'ford'), ('nines', 'lines'), ('eh', 'right')]"
0.0,0,1,0,0,0,[],[],[]
3.59375,115,32,26,3,7,"['im', 'going', 'to', 'go', 'to', 'the', 'challenge', 'and', 'go', 'to', 'the', 'challenge', 'im', 'going', 'to', 'go', 'to', 'the', 'and', 'go', 'to', 'im', 'going', 'to', 'go', 'to']","['like', 'so', 'you']","[('pass', 'the'), ('ha', 'go'), ('ha', 'to'), ('pass', 'the'), ('uh', 'the'), ('pass', 'challenge'), ('ha', 'but')]"
0.0,0,3,0,0,0,[],[],[]
1.8,9,5,3,0,0,"['record', 'the', 'frisbee']",[],[]
1.3333333333333333,8,6,0,0,2,[],[],"[('i', 'not'), ('quite', 'quit')]"
10.0,10,1,2,0,1,"['thank', 'you']",[],"[('passing', 'fours')]"
1.3333333333333333,8,6,0,0,2,[],[],"[('sixes', 'cards'), ('play', 'pay')]"
5.5,11,2,1,0,2,['second'],[],"[('i', 'no'), ('cannot', 'challenge')]"
9.0,54,6,10,0,6,"['for', 'this', 'community', 'and', 'so', 'we', 'had', 'this', 'but', 'we']",[],"[('cheers', 'are'), ('to', 'really'), ('my', 'excited'), ('call', 'we'), ('two', 'are'), ('more', 'advancement')]"
0.0,0,2,0,0,0,[],[],[]
7.0,7,1,1,0,1,['it'],[],"[('what', 'worked')]"
4.0,4,1,0,0,1,[],[],"[('yeah', 'no')]"
0.0,0,5,0,0,0,[],[],[]
0.0,0,2,0,0,0,[],[],[]
2.0,4,2,0,0,1,[],[],"[('twos', 'two')]"
3.8,19,5,0,1,4,[],['are'],"[('you', 'bye'), ('gonna', 'allround'), ('call', 'going'), ('it', 'on')]"
0.0,0,1,0,0,0,[],[],[]
2.8333333333333335,17,6,2,1,2,"['good', 'thing']",['had'],"[('no', 'heard'), ('fours', 'me')]"
0.0,0,4,0,0,0,[],[],[]
0.5714285714285714,4,7,0,0,1,[],[],"[('can', 'cant')]"
0.8461538461538461,11,13,1,0,2,['want'],[],"[('about', 'supposed'), ('wanna', 'to')]"
0.0,0,2,0,0,0,[],[],[]
4.0,4,1,0,0,1,[],[],"[('hmm', 'uni')]"
3.75,15,4,1,0,3,['we'],[],"[('messing', 'enjoy'), ('up', 'this'), ('my', 'modern')]"
3.5,7,2,0,1,1,[],['two'],"[('decks', 'effects')]"
2.3333333333333335,14,6,0,2,2,[],"['who', 'is']","[('is', 'isnt'), ('it', 'really')]"
0.0,0,1,0,0,0,[],[],[]
0.0,0,1,0,0,0,[],[],[]
0.0,0,2,0,0,0,[],[],[]
5.5,11,2,1,0,2,['fwool'],[],"[('eh', 'blue'), ('okay', 'ok')]"
3.5,7,2,0,1,1,[],['blue'],"[('jack', 'boojak')]"
2.2,22,10,0,6,1,[],"['you', 'didnt', 'this', 'you', 'didnt', 'do']","[('that', 'these')]"
0.9444444444444444,17,18,3,0,2,"['going', 'were', 'going']",[],"[('gonna', 'to'), ('gonna', 'to')]"
1.7142857142857142,12,7,0,0,3,[],[],"[('ive', 'i'), ('playing', 'point'), ('too', 'to')]"
1.75,7,4,1,0,1,['let'],[],"[('you', 'me')]"
3.5,7,2,0,1,1,[],['two'],"[('jacks', 'cheers')]"
7.0,14,2,2,0,2,"['thank', 'you']",[],"[('two', 'so'), ('more', 'much')]"
0.0,0,2,0,0,0,[],[],[]
15.75,63,4,17,0,3,"['static', 'hearts', 'coming', 'so', 'what', 'do', 'you', 'mean', 'i', 'guess', 'how', 'im', 'going', 'to', 'ice', 'it', 'in']",[],"[('these', 'i'), ('are', 'think'), ('cards', 'there')]"
0.0,0,2,0,0,0,[],[],[]
4.0,8,2,0,0,2,[],[],"[('perfect', 'master'), ('island', 'will')]"
4.0,12,3,0,0,3,[],[],"[('two', 'for'), ('more', 'what'), ('nights', 'makes')]"
0.0,0,1,0,0,0,[],[],[]
0.0,0,2,0,0,0,[],[],[]
0.0,0,5,0,0,0,[],[],[]
3.2,16,5,4,0,1,"['it', 'im', 'doing', 'my']",[],"[('one', 'was')]"
3.5714285714285716,25,7,1,2,4,['dont'],"['ah', 'la']","[('just', 'know'), ('play', 'why'), ('like', 'you'), ('an', 'slag')]"
0.0,0,9,0,0,0,[],[],[]
5.5,11,2,1,0,2,['that'],[],"[('five', 'was'), ('ka', 'tender')]"
0.0,0,6,0,0,0,[],[],[]
1.7142857142857142,12,7,3,1,0,"['bullshit', 'damn', 'it']",['its'],[]
1.3333333333333333,4,3,0,0,1,[],[],"[('mhm', 'mmhmm')]"
0.0,0,5,0,0,0,[],[],[]
5.5,11,2,1,0,2,['thanks'],[],"[('one', 'for'), ('six', 'watching')]"
7.0,7,1,1,0,1,['bye'],[],"[('open', 'bye')]"
0.0,0,8,0,0,0,[],[],[]
2.8,14,5,0,2,2,[],"['uh', 'two']","[('two', 'alright'), ('twos', 'tools')]"
0.8571428571428571,6,7,0,2,0,[],"['all', 'right']",[]
4.0,12,3,0,0,3,[],[],"[('are', 'ill'), ('we', 'be'), ('going', 'contented')]"
0.0,0,2,0,0,0,[],[],[]
4.0,4,1,0,0,1,[],[],"[('yep', 'hee')]"
3.5,7,2,0,1,1,[],['two'],"[('fives', 'got')]"
4.0,4,1,0,0,1,[],[],"[('oh', 'aahahahaha')]"
0.0,0,10,0,0,0,[],[],[]
3.6666666666666665,11,3,0,1,2,[],['come'],"[('on', 'one'), ('moose', 'more')]"
4.0,8,2,0,0,2,[],[],"[('two', 'boise'), ('there', 'state')]"
0.0,0,2,0,0,0,[],[],[]
4.0,4,1,0,0,1,[],[],"[('ha', 'huh')]"
6.5,13,2,3,0,1,"['a', 'c', 'and']",[],"[('ace', 'one')]"
4.0,8,2,0,0,2,[],[],"[('two', 'new'), ('more', 'motor')]"
0.0,0,2,0,0,0,[],[],[]
0.0,0,2,0,0,0,[],[],[]
4.0,8,2,0,0,2,[],[],"[('which', 'thank'), ('case', 'you')]"
1.0,7,7,0,1,1,[],['the'],"[('there', 'theyre')]"
2.0,4,2,0,0,1,[],[],"[('jack', 'check')]"
4.333333333333333,13,3,3,0,1,"['some', 'of', 'our']",[],"[('the', 'phones')]"
1.0,18,18,0,2,3,[],"['listen', 'rank']","[('giving', 'yelling'), ('of', 'record'), ('cards', 'cars')]"
0.0,0,4,0,0,0,[],[],[]
3.0,15,5,0,1,3,[],['out'],"[('bust', 'but'), ('one', 'for'), ('then', 'outrears')]"
1.3333333333333333,4,3,0,0,1,[],[],"[('playing', 'play')]"
3.5,7,2,0,1,1,[],['one'],"[('more', 'bye')]"
0.0,0,2,0,0,0,[],[],[]
7.0,14,2,2,0,2,"['there', 'is']",[],"[('uhhuh', 'more'), ('uhhuh', 'thanks')]"
0.0,0,7,0,0,0,[],[],[]
1.4375,23,16,0,5,2,[],"['chad', 'southern', 'crisis', 'injured', 'province']","[('is', 'chinas'), ('area', 'summer')]"
1.5,3,2,0,1,0,[],['yeah'],[]
1.1666666666666667,7,6,1,0,1,['this'],[],"[('thisll', 'will')]"
4.0,8,2,0,0,2,[],[],"[('two', 'thank'), ('kings', 'you')]"
4.0,4,1,0,0,1,[],[],"[('huh', 'bye')]"
0.0,0,6,0,0,0,[],[],[]
0.0,0,3,0,0,0,[],[],[]
26.5,53,2,15,0,2,"['i', 'think', 'hes', 'like', 'oh', 'i', 'got', 'his', 'two', 'threes', 'take', 'it', 'and', 'leave', 'it']",[],"[('one', 'i'), ('four', 'i')]"
3.5,7,2,0,1,1,[],['hold'],"[('on', 'hodo')]"
2.25,27,12,1,0,6,['put'],[],"[('her', 'you'), ('throw', 'over'), ('it', 'there'), ('down', 'also'), ('so', 'i'), ('fucking', 'can')]"
0.7142857142857143,10,14,2,0,1,"['call', 'you']",[],"[('card', 'time')]"
0.0,0,8,0,0,0,[],[],[]
4.0,4,1,0,0,1,[],[],"[('five', 'bye')]"
4.0,4,1,0,0,1,[],[],"[('mmhm', 'mmhmm')]"
5.5,11,2,1,0,2,['oh'],[],"[('ooh', 'my'), ('man', 'god')]"
1.0,19,19,0,1,4,[],['what'],"[('orientation', 'which'), ('is', 'orientations'), ('the', 'are'), ('best', 'that')]"
0.0,0,1,0,0,0,[],[],[]
0.0,0,3,0,0,0,[],[],[]
2.0,4,2,0,0,1,[],[],"[('kings', 'ks')]"
9.0,9,1,3,0,0,"['i', 'think', 'so']",[],[]
0.8888888888888888,8,9,0,0,2,[],[],"[('just', 'was'), ('wanna', 'gonna')]"
0.0,0,2,0,0,0,[],[],[]
4.0,12,3,0,0,3,[],[],"[('i', 'kinda'), ('understand', 'sound'), ('that', 'like')]"
4.0,4,1,0,0,1,[],[],"[('oh', 'yo')]"
0.75,3,4,0,1,0,[],['a'],[]
2.8,14,5,1,1,2,['i'],['a'],"[('ill', 'will'), ('chair', 'up')]"
1.875,15,8,0,1,3,[],['are'],"[('get', 'did'), ('a', 'it'), ('two', 'sarah')]"
3.7777777777777777,34,9,0,2,7,[],"['some', 'you']","[('want', 'take'), ('enough', 'the'), ('some', 'date'), ('it', 'just'), ('aint', 'take'), ('a', 'the'), ('nine', 'date')]"
10.0,10,1,2,0,1,"['see', 'you']",[],"[('seven', 'then')]"
4.0,4,1,0,0,1,[],[],"[('hm', 'hmm')]"
12.0,12,1,4,0,0,"['okay', 'best', 'forgot', 'the']",[],[]
3.5,7,2,0,1,1,[],['two'],"[('more', 'boom')]"
2.0,4,2,0,0,1,[],[],"[('six', 'two')]"
0.2,3,15,0,1,0,[],['okay'],[]
0.5714285714285714,4,7,0,0,1,[],[],"[('seven', 'summon')]"
5.5,11,2,1,0,2,['my'],[],"[('yeah', 'hearts'), ('im', 'going')]"
4.0,8,2,0,0,2,[],[],"[('one', 'im'), ('seven', 'sorry')]"
4.75,19,4,1,0,4,['and'],[],"[('okay', 'then'), ('huh', 'there'), ('huh', 'these'), ('okay', 'fruits')]"
1.0,7,7,1,0,1,['want'],[],"[('wanna', 'to')]"
2.0,8,4,0,0,2,[],[],"[('to', 'tell'), ('mean', 'me')]"
0.6666666666666666,4,6,0,0,1,[],[],"[('two', 'tool')]"
0.0,0,1,0,0,0,[],[],[]
2.0,4,2,0,0,1,[],[],"[('nines', 'nine')]"
1.0,4,4,0,0,1,[],[],"[('no', 'now')]"
0.3,3,10,1,0,0,['and'],[],[]
1.5,3,2,0,1,0,[],['youre'],[]
3.0,24,8,0,4,3,[],"['so', 'and', 'oh', 'thought']","[('she', 'is'), ('said', 'good'), ('like', 'guy')]"
0.0,0,10,0,0,0,[],[],[]
3.5,7,2,0,1,1,[],['mm'],"[('hmm', 'mmhmm')]"
1.0588235294117647,18,17,0,6,0,[],"['and', 'you', 'still', 'know', 'know', 'and']",[]
1.1538461538461537,15,13,0,1,3,[],['wanna'],"[('nails', 'name'), ('waste', 'really'), ('money', 'see')]"
2.0,4,2,0,0,1,[],[],"[('cut', 'got')]"
5.5,11,2,1,0,2,['oh'],[],"[('uh', 'more'), ('bullshit', 'shoot')]"
16.0,32,2,8,0,2,"['i', 'just', 'flew', 'a', 'small', 'lot', 'ofema', 'in']",[],"[('good', 'my'), ('good', 'face')]"
0.0,0,2,0,0,0,[],[],[]
28.0,28,1,8,0,1,"['how', 'are', 'you', 'kabi', 'kards', 'nai', 'nai', 'nai']",[],"[('cards', 'nai')]"
28.0,28,1,8,0,1,"['we', 'would', 'have', 'had', 'much', 'more', 'than', 'earlier']",[],"[('chad', 'times')]"
4.0,8,2,0,0,2,[],[],"[('two', 'dont'), ('more', 'worry')]"
3.9,39,10,0,1,9,[],['do'],"[('i', 'during'), ('want', 'one'), ('some', 'simple'), ('queens', 'performance'), ('no', 'they'), ('i', 'wouldve'), ('dont', 'past'), ('want', 'one'), ('king', 'day')]"
5.6,28,5,8,0,1,"['bullshit', 'yeah', 'no', 'no', 'no', 'no', 'no', 'damn']",[],"[('call', 'go')]"
4.0,8,2,0,0,2,[],[],"[('one', 'were'), ('eight', 'late')]"
0.0,0,2,0,0,0,[],[],[]
0.0,0,4,0,0,0,[],[],[]
4.0,8,2,0,0,2,[],[],"[('open', 'bye'), ('this', 'bye')]"
5.0,15,3,1,0,3,['people'],[],"[('oh', 'go'), ('yeah', 'to'), ('step', 'hell')]"
3.0,27,9,5,0,3,"['ahhhhh', 'i', 'know', 'thats', 'about']",[],"[('had', 'heard'), ('to', 'it'), ('she', 'it')]"
2.0,4,2,0,0,1,[],[],"[('four', 'poor')]"
21.0,21,1,7,0,0,"['which', 'are', 'both', 'seven', 'and', 'other', 'minutes']",[],[]
5.5,11,2,1,0,2,['thanks'],[],"[('three', 'for'), ('kings', 'watching')]"
7.0,7,1,1,0,1,['well'],[],"[('bullshit', 'see')]"
1.75,7,4,0,1,1,[],['people'],"[('going', 'yeah')]"
0.25,3,12,0,1,0,[],['im'],[]
0.0,0,3,0,0,0,[],[],[]
0.0,0,5,0,0,0,[],[],[]
0.42857142857142855,3,7,0,1,0,[],['dear'],[]
1.75,7,4,0,1,1,[],['take'],"[('clubs', 'clothes')]"
3.25,13,4,1,2,1,['were'],"['me', 'into']","[('it', 'in')]"
2.8947368421052633,55,19,0,17,1,[],"['im', 'going', 'to', 'record', 'this', 'one', 'right', 'here', 'and', 'then', 'im', 'gonna', 'record', 'the', 'rest', 'of', 'cards']","[('here', 'bottom')]"
0.0,0,2,0,0,0,[],[],[]
3.75,15,4,0,1,3,[],['fuck'],"[('you', 'fucking'), ('one', 'want'), ('two', 'to')]"
0.0,0,2,0,0,0,[],[],[]
4.0,8,2,0,0,2,[],[],"[('he', 'thank'), ('is', 'you')]"
9.0,27,3,8,1,0,"['i', 'dont', 'know', 'if', 'im', 'going', 'to', 'watch']",['the'],[]
4.0,4,1,0,0,1,[],[],"[('no', 'now')]"
7.0,28,4,4,0,4,"['im', 'gonna', 'be', 'funny']",[],"[('players', 'im'), ('over', 'gonna'), ('for', 'be'), ('a', 'funny')]"
3.090909090909091,34,11,0,10,1,[],"['its', 'all', 'fun', 'and', 'games', 'until', 'you', 'got', 'something', 'to']","[('lose', 'ug')]"
1.0,7,7,0,1,1,[],['this'],"[('is', 'thats')]"
1.0952380952380953,23,21,2,3,2,"['wow', 'a']","['oh', 'layla', 'player']","[('player', 'a'), ('number', 'leila')]"
4.0,4,1,0,0,1,[],[],"[('bible', 'bye')]"
2.25,18,8,1,1,3,['girl'],['can'],"[('you', 'leave'), ('get', 'it'), ('brown', 'round')]"
0.14285714285714285,3,21,0,1,0,[],['uhm'],[]
0.0,0,1,0,0,0,[],[],[]
1.6,16,10,0,0,4,[],[],"[('aint', 'you'), ('i', 'know'), ('like', 'with'), ('a', 'this')]"
0.0,0,4,0,0,0,[],[],[]
0.0,0,4,0,0,0,[],[],[]
1.3103448275862069,38,29,2,4,5,"['cuz', 'its']","['a', 'all', 'game', 'game']","[('yes', 'thats'), ('is', 'games'), ('is', 'games'), ('for', 'getting'), ('sure', 'stressed')]"
0.0,0,1,0,0,0,[],[],[]
4.0,4,1,0,0,1,[],[],"[('hmm', 'bye')]"
1.0,8,8,0,0,2,[],[],"[('well', 'we'), ('cards', 'cars')]"
3.142857142857143,22,7,1,1,4,['a'],['im'],"[('wondering', 'i'), ('when', 'want'), ('you', 'him'), ('gonna', 'to')]"
0.3,3,10,1,0,0,['to'],[],[]
5.6,28,5,4,0,4,"['i', 'couldnt', 'even', 'i']",[],"[('ill', 'huddle'), ('ill', 'dont'), ('handle', 'know'), ('that', 'what')]"
3.5454545454545454,39,11,0,5,6,[],"['he', 'was', 'going', 'be', 'seven']","[('so', 'usb'), ('im', 'adolf'), ('calling', 'and'), ('bullshit', 'parody'), ('on', 'right'), ('him', 'haaaaaaaaaaaaa')]"
8.5,17,2,3,0,2,"['i', 'indiekin', 'just']",[],"[('anybody', 'sign'), ('can', 'up')]"
4.0,16,4,0,0,4,[],[],"[('bullshit', 'sorry'), ('pick', 'just'), ('that', 'for'), ('up', 'sure')]"
0.7,7,10,1,0,1,['you'],[],"[('youre', 'are')]"
1.8571428571428572,26,14,1,1,5,['you'],['what'],"[('barely', 'bailey'), ('youre', 'you'), ('what', 'i'), ('youre', 'see'), ('saying', 'you')]"
7.0,7,1,1,0,1,['hell'],[],"[('uhuh', 'outright')]"
13.0,13,1,3,0,1,"['see', 'you', 'next']",[],"[('six', 'time')]"
10.0,10,1,2,0,1,"['come', 'at']",[],"[('dammit', 'it')]"
0.0,0,1,0,0,0,[],[],[]
4.111111111111111,37,9,7,0,4,"['the', 'will', 'never', 'kill', 'another', 'guy', 'go']",[],"[('and', 'leverage'), ('if', 'then'), ('pass', 'for'), ('like', 'it')]"
11.5,23,2,5,0,2,"['entered', 'my', 'room', 'i', 'could']",[],"[('whos', 'wait'), ('back', 'hard')]"
3.5714285714285716,25,7,3,0,4,"['im', 'gonna', 'know']",[],"[('dont', 'so'), ('i', 'what'), ('get', 'you'), ('annoyed', 'do')]"
10.0,10,1,2,0,1,"['you', 'want']",[],"[('one', 'some')]"
4.0,8,2,0,0,2,[],[],"[('two', 'go'), ('four', 'forward')]"
3.5,7,2,0,1,1,[],['four'],"[('twos', 'flowers')]"
0.6875,11,16,0,1,2,[],['deck'],"[('of', 'decimal'), ('cards', 'card')]"
16.0,32,2,8,0,2,"['or', 'you', 'did', 'the', 'same', 'no', 'you', 'enjoyed']",[],"[('passing', 'the'), ('aloud', 'video')]"
0.0,0,2,0,0,0,[],[],[]
0.0,0,1,0,0,0,[],[],[]
7.0,7,1,1,0,1,['lets'],[],"[('what', 'move')]"
0.0,0,2,0,0,0,[],[],[]
0.0,0,9,0,0,0,[],[],[]
0.0,0,8,0,0,0,[],[],[]
4.0,8,2,0,0,2,[],[],"[('two', 'nice'), ('more', 'one')]"
10.0,10,1,2,0,1,"['okay', 'well']",[],"[('bullshit', 'see')]"
