,uid,MCD_recon,MCD_gt
0,9d58583c-20de-439d-b1cd-9c2265bdedd8,10.618048,10.8167
1,4a506707-52ea-493e-98c4-f667e3222d44,12.295129,13.396821
2,0b67f942-6ebf-403d-aff0-f4e5d62d3140,10.422418,13.213453
3,c237c6d5-f413-4e25-82e2-af7b408d390a,11.496352,12.509755
4,b8ed5cf9-b8ff-4da3-a764-a59020b85277,10.70241,10.915504
5,22a8a78a-caea-4aa2-be9c-4e02e0d88009,11.594101,12.2036085
6,57397c2f-a7c2-4914-bc64-8da1ed2e7e6a,13.537912,15.519936
7,caefe8cf-5a8b-4225-ab40-97d1e061b982,11.000042,12.424545
8,7ed46c20-18e8-45fa-9045-6aad37e3df28,11.339678,12.378543
9,caef5df1-11aa-4241-96c4-38cb2b0837f2,10.820625,11.154874
10,4bda3aea-be17-4f69-9c5e-93756a0a655a,11.166101,11.62021
11,dcf5bfb3-74de-495f-a112-fbf496005651,11.3931265,12.294159
12,7e0b3ee2-a079-4cb7-b6aa-2a2a7ed22734,12.208805,12.241506
13,8bdcc17f-123e-47dc-9f3e-7d1db12a3c0c,16.89451,15.039421
14,6f5f1b03-cfc3-4efa-a276-f7758ac0bef0,11.308133,12.972158
15,37547932-54fa-4d03-8ceb-35cfba38ded1,9.902517,11.398815
16,81635abf-9aee-4603-be0f-8c2b37b2c8ee,12.981835,12.787173
17,05b04457-5e77-4848-a956-64f8242a7500,11.364915,12.019658
18,8b9ffb98-2bc3-46ac-a167-802d4fbaf0db,16.151775,17.15333
19,95b3d10e-2269-4613-ad48-33ce1e7649af,12.482784,12.98048
20,a4033601-48cc-4b05-a81b-2475bfe5a64f,10.024066,10.982788
21,c77bdc32-6065-4da9-aada-80fe7697ff5d,14.954916,16.762724
22,ee438517-6423-4925-b395-2b2b94c88754,13.252594,14.099494
23,d162319f-ae9b-4812-8eb1-e1b15971466b,10.298581,11.149962
24,a1504c6b-2048-4ecd-8fad-e992a133d708,10.356611,11.30298
25,debfbd96-d973-4102-92c0-0144bd650604,10.877005,13.517718
26,18193d98-a5fd-4abb-ab1b-47e0ad4257c6,15.627448,18.452097
27,9df79205-7eb3-49b3-94d2-69b474e5482a,10.106099,13.383543
28,a5497f4c-7a63-4f95-9b3d-4e0332052561,13.07238,14.833319
29,0fc4a693-2ba5-419b-83cc-51d5e70b75b9,6.1823773,8.462372
30,0e30b577-3c5a-43c8-ba81-100a6a0d6308,12.423501,13.312205
31,8a34b2eb-8e22-4717-8c47-8e5e5eb59a37,10.19328,11.341525
32,c0cc5433-5dcd-48f9-ad50-7019a9bcbc00,12.340837,12.998204
33,de8ffe15-1e09-41b2-b502-e8fd7e100497,17.889534,20.61074
34,4e02a38a-d438-41fb-9126-75e89e857881,11.432355,11.833555
35,2b3251c5-d257-4799-9b99-332469f745d2,9.100991,10.129522
36,33799903-48a0-4355-9086-52b5ffedf7d8,15.772739,16.523422
37,a8a39ee2-c7f7-4cb6-a7dd-4fa47ce19322,9.951516,11.40393
38,8e408cbc-7474-4c30-8599-d0c7a34d3865,15.241519,14.830349
39,5b88c9a1-b766-462a-8972-9484167222c9,11.120608,12.551534
40,b328a22b-88a9-430c-b496-7279a3c08c94,13.641439,14.820122
41,1a04be0d-647e-4564-add2-5819e5d5fd26,11.232043,11.736695
42,f6a282c4-354e-46e1-b7a1-caad6d75f6a4,12.152984,13.260612
43,1a71ec06-8cd6-4e8e-b1aa-d1972a0c1dad,11.951062,12.894805
44,88500e12-40b2-472f-ad27-1e9f65f3f2db,11.592937,12.241455
45,91756e19-0cf1-4d2b-8b67-d270a86d657e,9.6610365,10.337269
46,03d74625-7a99-4b8b-8a47-91633ff60d51,13.625279,16.001234
47,77222d6b-3fc9-4e37-87ed-3c9eaaea32c1,15.065056,13.714077
48,f6399c5f-e702-43e4-88eb-25c854a5edd0,12.198105,15.884746
49,a13517c5-e479-4b8d-af02-62e5ee9833dc,10.574761,13.750293
50,7adf6391-15ac-48ff-be6d-67360317ec3c,10.085955,12.858455
51,4eb21593-bc85-4158-8e39-14df823047ff,16.407587,15.414449
52,e299786a-ef93-4ffd-8421-abba8e390a98,11.8079815,13.481042
53,bc325a98-6f5d-40e5-aea1-76b3d8fc4706,12.889449,13.911874
54,d08bf3ee-6e65-45b9-923c-6eec9afee6e5,13.083723,14.8689785
55,53c56595-0743-4715-9147-1a51386709e0,10.387558,10.684517
56,eb36c4f1-c21c-4396-bbe7-71ad1776b0a5,13.863027,14.765484
57,038b3166-0d68-4922-906c-0b00c6a4fd46,12.968064,14.188644
58,50dacdb3-9517-4e5c-94bd-7b209a387b1b,18.676975,17.818455
59,77c7d376-536d-4e43-bc1d-690cc3e75168,13.356251,13.495096
60,9f6b27ff-a11d-4f07-93d6-6274e2fc915c,13.787148,14.995222
61,7e445924-47c9-4eae-adea-7957c7b34be4,11.629911,12.548533
62,074ff76f-f1aa-4f49-8e7e-b044eca12e0f,12.811411,13.636794
63,d8ceb378-bb88-4677-8c55-a658b311297a,11.889026,13.047206
64,986dfbd6-cb41-4885-bdef-a24ac81895c5,11.603779,11.964526
65,79f4c9e9-1a03-4e26-ab80-564fdef67c78,12.971278,13.666832
66,8bb28295-6cb4-4827-b17d-c1a327de59d8,12.033643,12.54472
67,80a73e0a-9331-4eb3-89c3-821d37662fc4,21.239607,22.499422
68,238fe75e-05e5-416a-8659-20825cd6bdef,10.550553,11.592537
