,uid,MCD_recon,MCD_gt
0,9d58583c-20de-439d-b1cd-9c2265bdedd8,14.045307,14.892075
1,4a506707-52ea-493e-98c4-f667e3222d44,12.540949,12.594531
2,0b67f942-6ebf-403d-aff0-f4e5d62d3140,15.673298,15.701769
3,c237c6d5-f413-4e25-82e2-af7b408d390a,14.850937,16.558865
4,22a8a78a-caea-4aa2-be9c-4e02e0d88009,17.30848,14.423147
5,57397c2f-a7c2-4914-bc64-8da1ed2e7e6a,16.7464,17.586523
6,caefe8cf-5a8b-4225-ab40-97d1e061b982,14.844887,14.312996
7,7ed46c20-18e8-45fa-9045-6aad37e3df28,10.484307,6.891829
8,caef5df1-11aa-4241-96c4-38cb2b0837f2,22.76509,24.117268
9,4bda3aea-be17-4f69-9c5e-93756a0a655a,14.506686,16.997326
10,dcf5bfb3-74de-495f-a112-fbf496005651,13.53966,14.957182
11,7e0b3ee2-a079-4cb7-b6aa-2a2a7ed22734,9.203333,9.599881
12,8bdcc17f-123e-47dc-9f3e-7d1db12a3c0c,19.359528,16.043024
13,6f5f1b03-cfc3-4efa-a276-f7758ac0bef0,12.694671,12.719394
14,37547932-54fa-4d03-8ceb-35cfba38ded1,15.3045435,15.019757
15,81635abf-9aee-4603-be0f-8c2b37b2c8ee,15.407026,19.258371
16,05b04457-5e77-4848-a956-64f8242a7500,14.116847,14.849272
17,95b3d10e-2269-4613-ad48-33ce1e7649af,11.11326,12.244187
18,a4033601-48cc-4b05-a81b-2475bfe5a64f,12.92513,14.471944
19,c77bdc32-6065-4da9-aada-80fe7697ff5d,10.624975,12.2115755
20,ee438517-6423-4925-b395-2b2b94c88754,17.355331,14.54119
21,d162319f-ae9b-4812-8eb1-e1b15971466b,15.389044,19.017756
22,a1504c6b-2048-4ecd-8fad-e992a133d708,12.808926,13.943072
23,debfbd96-d973-4102-92c0-0144bd650604,15.266826,15.472361
24,9df79205-7eb3-49b3-94d2-69b474e5482a,13.356436,14.4527855
25,a5497f4c-7a63-4f95-9b3d-4e0332052561,19.847763,20.863152
26,0fc4a693-2ba5-419b-83cc-51d5e70b75b9,14.48488,12.653775
27,0e30b577-3c5a-43c8-ba81-100a6a0d6308,12.530755,12.651423
28,8a34b2eb-8e22-4717-8c47-8e5e5eb59a37,12.098555,11.683191
29,c0cc5433-5dcd-48f9-ad50-7019a9bcbc00,12.169214,12.756553
30,c6f95132-e381-40e1-a54a-e95a1f649513,14.015365,13.888159
31,de8ffe15-1e09-41b2-b502-e8fd7e100497,14.605899,16.229158
32,4e02a38a-d438-41fb-9126-75e89e857881,16.684507,16.96377
33,2b3251c5-d257-4799-9b99-332469f745d2,17.206135,17.07728
34,33799903-48a0-4355-9086-52b5ffedf7d8,11.516251,11.722185
35,a8a39ee2-c7f7-4cb6-a7dd-4fa47ce19322,17.599117,17.679758
36,8e408cbc-7474-4c30-8599-d0c7a34d3865,15.058724,14.013438
37,5b88c9a1-b766-462a-8972-9484167222c9,15.191552,16.908934
38,b328a22b-88a9-430c-b496-7279a3c08c94,16.78179,20.129639
39,1a04be0d-647e-4564-add2-5819e5d5fd26,14.311051,14.524689
40,f6a282c4-354e-46e1-b7a1-caad6d75f6a4,14.089579,14.970497
41,1a71ec06-8cd6-4e8e-b1aa-d1972a0c1dad,14.070844,14.296589
42,88500e12-40b2-472f-ad27-1e9f65f3f2db,18.491602,22.262175
43,91756e19-0cf1-4d2b-8b67-d270a86d657e,12.680839,14.172554
44,03d74625-7a99-4b8b-8a47-91633ff60d51,16.225435,15.863503
45,77222d6b-3fc9-4e37-87ed-3c9eaaea32c1,17.240345,17.566753
46,f6399c5f-e702-43e4-88eb-25c854a5edd0,15.027204,16.773447
47,a13517c5-e479-4b8d-af02-62e5ee9833dc,16.17024,19.632051
48,7adf6391-15ac-48ff-be6d-67360317ec3c,13.891547,15.702784
49,4eb21593-bc85-4158-8e39-14df823047ff,15.85388,17.592491
50,e299786a-ef93-4ffd-8421-abba8e390a98,14.618562,13.851124
51,bc325a98-6f5d-40e5-aea1-76b3d8fc4706,14.485042,16.528357
52,d08bf3ee-6e65-45b9-923c-6eec9afee6e5,18.14183,17.356821
53,53c56595-0743-4715-9147-1a51386709e0,14.656086,15.275808
54,038b3166-0d68-4922-906c-0b00c6a4fd46,15.435474,17.599886
55,50dacdb3-9517-4e5c-94bd-7b209a387b1b,13.280417,11.83076
56,77c7d376-536d-4e43-bc1d-690cc3e75168,14.60982,14.283649
57,9f6b27ff-a11d-4f07-93d6-6274e2fc915c,14.46573,16.6198
58,7e445924-47c9-4eae-adea-7957c7b34be4,12.582088,14.011865
59,074ff76f-f1aa-4f49-8e7e-b044eca12e0f,15.640597,15.727896
60,d8ceb378-bb88-4677-8c55-a658b311297a,16.746136,15.88684
61,986dfbd6-cb41-4885-bdef-a24ac81895c5,13.994852,15.631442
62,79f4c9e9-1a03-4e26-ab80-564fdef67c78,15.000474,14.727279
63,8bb28295-6cb4-4827-b17d-c1a327de59d8,15.215439,16.101469
64,80a73e0a-9331-4eb3-89c3-821d37662fc4,16.433582,15.7770195
65,238fe75e-05e5-416a-8659-20825cd6bdef,14.683094,15.171439
66,9e3b36f5-d273-45eb-bb6e-fad5286a728b,17.495646,17.006964
67,40048b2e-6e7e-4c5e-9977-c70a77424895,15.108457,16.94468
