,uid,MCD_recon,MCD_gt
162,1283_129808_000016_000000,9.513241,10.410531
163,3922_723_000021_000001,10.991546,11.984552
164,8498_287358_000014_000000,11.725942,14.779038
165,4243_187024_000023_000006,11.901736,11.647071
166,101_126860_000018_000001,12.170393,13.142261
167,2229_152864_000026_000000,11.1372795,11.778259
168,781_126737_000066_000000,12.3371105,14.931708
169,7867_275218_000014_000001,9.369885,10.804149
170,6499_87508_000033_000001,9.698134,11.354606
171,3546_175390_000034_000001,12.480584,13.1949415
172,340_124368_000046_000001,10.777096,11.680908
173,3703_73732_000010_000000,15.798664,17.839035
174,2156_82458_000038_000000,11.371885,12.404455
175,1050_134119_000031_000007,8.480481,10.469833
176,6510_62516_000086_000000,9.794819,10.806007
177,5655_46267_000026_000003,10.88203,11.889465
178,369_125883_000004_000001,11.865734,12.790771
179,1649_5776_000014_000000,20.323301,21.85848
180,3114_170977_000073_000000,19.618305,20.521526
181,274_121382_000015_000001,13.18203,14.226176
182,93_124558_000032_000000,11.7621,12.90878
183,8152_282985_000006_000001,11.479543,12.128465
184,476_133471_000046_000001,8.684552,10.02018
185,296_142727_000004_000001,9.202759,10.33891
186,7247_77778_000004_000000,12.914895,14.364983
187,475_125002_000021_000001,9.051907,9.100608
188,1752_16632_000029_000000,10.146287,10.35734
189,2053_138901_000032_000003,12.545976,15.727479
190,8183_282977_000004_000002,12.90368,13.106278
191,5660_101892_000026_000003,11.3931875,11.4107485
192,5062_294700_000082_000000,12.3572035,14.626383
193,1859_145700_000033_000000,13.827777,14.980386
194,7145_87280_000029_000004,10.282353,11.423471
195,8388_275212_000020_000001,28.739931,29.624872
196,4111_184448_000048_000000,11.454325,11.476033
197,8028_233366_000030_000001,9.590742,11.035411
198,2598_4662_000046_000002,13.358406,15.673156
199,3483_119637_000025_000000,12.201123,13.992107
200,5039_1189_000014_000000,8.559056,8.504091
201,7313_91072_000034_000004,10.511665,11.990695
202,4719_25766_000003_000001,9.85738,10.87177
203,6446_40571_000004_000001,16.512377,17.186777
204,2156_82458_000004_000000,12.463574,13.940765
205,7789_103120_000029_000000,23.591547,24.971695
206,6300_39661_000022_000000,9.905707,10.403489
207,3157_119295_000030_000001,8.099972,8.1463585
208,8225_274374_000015_000004,10.601077,11.923193
209,1028_133393_000030_000000,9.364426,10.998357
210,6492_68353_000016_000002,11.187787,12.446796
211,5740_97610_000010_000002,10.749917,10.349419
212,5126_27504_000011_000003,11.265008,12.8516035
213,16_122828_000056_000003,11.8683405,11.802227
214,5054_18527_000015_000001,10.682157,11.066316
215,93_124558_000056_000001,11.98763,12.428899
216,7949_39970_000030_000011,9.773351,10.515225
217,718_129596_000023_000002,12.592637,14.930233
218,7874_110243_000044_000000,12.466493,13.658672
219,7825_258978_000006_000004,10.746071,12.813457
220,5588_68188_000050_000002,9.414788,10.122753
221,666_11243_000078_000000,12.008102,12.374853
222,2299_6524_000057_000000,8.271708,9.950876
223,3368_170950_000034_000003,9.577858,9.971211
224,4110_11528_000048_000000,10.275633,11.71043
225,3368_170952_000051_000000,9.587605,9.609899
226,114_129324_000020_000002,17.378155,20.263243
227,4152_12926_000012_000000,11.192956,11.295061
228,1460_138289_000080_000002,9.689767,9.998595
229,5007_31609_000011_000001,17.41647,19.220604
230,54_121080_000031_000000,11.753804,11.753007
231,1018_133447_000053_000000,8.706158,9.619546
232,5985_63885_000049_000000,9.53051,10.323166
233,7437_96157_000013_000001,11.374896,11.502209
234,497_125118_000043_000001,16.627377,17.983944
235,5012_80192_000017_000000,12.056166,13.0767765
236,5319_64075_000020_000000,10.637874,11.640644
237,2512_157242_000005_000000,8.93391,9.557434
238,8506_287660_000007_000000,14.479333,18.406857
239,207_131203_000030_000000,10.005847,10.366036
240,318_124224_000021_000008,9.901909,10.390934
241,1779_142733_000011_000000,9.164869,9.077128
242,7120_118112_000000_000000,10.326307,11.28752
243,2401_144485_000085_000001,12.141506,11.342857
244,5802_76044_000008_000003,11.569717,13.16984
245,6575_67584_000009_000000,12.911277,15.092549
246,3989_182402_000022_000004,27.098951,28.782845
247,4116_13265_000017_000000,10.745973,10.794759
248,9022_282383_000022_000004,25.404758,29.989286
249,6538_81858_000014_000007,13.880415,14.114758
250,7828_105179_000022_000002,13.54387,16.008522
251,6544_231862_000038_000002,10.101623,10.639949
252,1313_135022_000007_000002,8.667123,10.769604
253,4278_187018_000004_000003,12.058851,14.0680895
254,4733_6398_000020_000004,9.070023,9.972309
255,1472_142848_000016_000002,10.806749,11.48541
256,7939_120325_000015_000000,10.496096,12.171348
257,7994_258960_000001_000000,9.375064,10.171088
258,7881_105574_000003_000001,10.000051,10.389452
259,1769_143483_000019_000001,15.836707,16.16184
260,8474_281187_000042_000000,11.984425,13.128921
261,7240_92200_000003_000005,11.479519,13.590874
262,2618_138042_000045_000002,9.010067,10.074964
263,968_122545_000053_000000,12.146424,13.4517145
264,207_143321_000046_000003,11.2209835,11.055099
265,512_124520_000044_000003,10.011541,12.641815
266,637_127579_000016_000001,10.048329,11.28355
267,1958_144503_000061_000002,10.2685585,10.6910095
268,6339_65554_000034_000001,10.39888,10.777264
269,3482_170452_000069_000000,12.662363,12.0757265
270,5914_52088_000021_000000,12.560298,13.187608
271,6701_71401_000032_000000,13.951084,15.960286
272,3448_5416_000044_000001,11.670129,13.56809
273,217_122443_000018_000000,11.1652775,10.939534
274,3118_5911_000011_000004,10.115287,11.523322
275,7995_280250_000033_000008,9.90931,13.692342
276,2194_141248_000051_000000,10.994219,12.51049
277,3003_14274_000050_000002,9.091358,10.448698
278,2481_163597_000022_000001,11.983211,12.475321
279,7188_107627_000010_000001,10.554467,11.698078
280,8776_270778_000022_000000,14.475562,14.673252
281,3825_134148_000008_000000,10.885153,12.000666
282,7933_113272_000030_000003,9.490805,10.083745
283,7594_101832_000014_000001,10.334952,10.839318
284,882_123267_000021_000008,11.640902,12.149768
