,uid,logf0_rmse_recon,logf0_corr_recon
0,9d58583c-20de-439d-b1cd-9c2265bdedd8,0.10148403790914708,0.07473806505673629
1,4a506707-52ea-493e-98c4-f667e3222d44,0.08964867767233113,0.6526530397834659
2,0b67f942-6ebf-403d-aff0-f4e5d62d3140,0.14137015103277395,0.8350603092306199
3,c237c6d5-f413-4e25-82e2-af7b408d390a,0.19077223575124408,0.3734843924974305
4,b8ed5cf9-b8ff-4da3-a764-a59020b85277,0.19064879941333243,-0.035809358927210405
5,22a8a78a-caea-4aa2-be9c-4e02e0d88009,0.1551589451195957,0.44346920501077974
6,57397c2f-a7c2-4914-bc64-8da1ed2e7e6a,0.30080196789457336,-0.018951274615816048
7,caefe8cf-5a8b-4225-ab40-97d1e061b982,0.07080800614889848,0.6020454874497075
8,7ed46c20-18e8-45fa-9045-6aad37e3df28,0.22328907729542627,-0.2298591065881291
9,caef5df1-11aa-4241-96c4-38cb2b0837f2,0.30680334373419854,0.27530749904383467
10,4bda3aea-be17-4f69-9c5e-93756a0a655a,0.1220894141918375,0.42240720340773297
11,dcf5bfb3-74de-495f-a112-fbf496005651,0.2025965466729783,0.7884713362339827
12,7e0b3ee2-a079-4cb7-b6aa-2a2a7ed22734,0.09480056386317981,0.9551025420176243
13,8bdcc17f-123e-47dc-9f3e-7d1db12a3c0c,0.391785210305419,-0.2919857390194892
14,6f5f1b03-cfc3-4efa-a276-f7758ac0bef0,0.19085770633956387,0.5079528069551758
15,37547932-54fa-4d03-8ceb-35cfba38ded1,0.20347507397972464,0.20517694249671428
16,81635abf-9aee-4603-be0f-8c2b37b2c8ee,0.3842817190475094,0.5429099264802341
17,05b04457-5e77-4848-a956-64f8242a7500,0.1783645069131976,0.5180184670328135
18,8b9ffb98-2bc3-46ac-a167-802d4fbaf0db,0.08944521279534469,0.24124559779963847
19,95b3d10e-2269-4613-ad48-33ce1e7649af,0.20291297060139823,0.4683885847994656
20,a4033601-48cc-4b05-a81b-2475bfe5a64f,0.35566968454871234,0.07545111484066631
21,c77bdc32-6065-4da9-aada-80fe7697ff5d,0.07154257542740053,0.6991855188606839
22,ee438517-6423-4925-b395-2b2b94c88754,0.09048754437545715,0.16739225548617748
23,d162319f-ae9b-4812-8eb1-e1b15971466b,0.36528009599908823,0.6899937629902945
24,a1504c6b-2048-4ecd-8fad-e992a133d708,0.2745689804386938,0.034812202745470235
25,debfbd96-d973-4102-92c0-0144bd650604,0.1039131488714832,0.541785237209741
26,18193d98-a5fd-4abb-ab1b-47e0ad4257c6,0.07350829068811815,0.2943029297061013
27,9df79205-7eb3-49b3-94d2-69b474e5482a,0.07466357711093251,0.9176676607217665
28,a5497f4c-7a63-4f95-9b3d-4e0332052561,0.13349437090677438,0.7827888699551673
29,0fc4a693-2ba5-419b-83cc-51d5e70b75b9,0.9114212036435273,-0.17010163763496436
30,0e30b577-3c5a-43c8-ba81-100a6a0d6308,0.1364145295874761,0.8065613983156276
31,8a34b2eb-8e22-4717-8c47-8e5e5eb59a37,0.5527339495245172,-0.2773755221403384
32,c0cc5433-5dcd-48f9-ad50-7019a9bcbc00,0.15935378880084594,0.2960912920077109
33,de8ffe15-1e09-41b2-b502-e8fd7e100497,0.18727374047542683,0.8487020328148184
34,4e02a38a-d438-41fb-9126-75e89e857881,0.47810134406380744,0.2075909969571676
35,2b3251c5-d257-4799-9b99-332469f745d2,0.2962657065180397,-0.9661391200996277
36,33799903-48a0-4355-9086-52b5ffedf7d8,0.2890108844730311,-0.3440037515593285
37,a8a39ee2-c7f7-4cb6-a7dd-4fa47ce19322,0.1665395403474826,0.2651040682709323
38,8e408cbc-7474-4c30-8599-d0c7a34d3865,0.9631623937995032,-0.20443251815483776
39,5b88c9a1-b766-462a-8972-9484167222c9,0.31959428633982834,0.3511441931380293
40,b328a22b-88a9-430c-b496-7279a3c08c94,0.2951180365278151,0.48002773630000306
41,1a04be0d-647e-4564-add2-5819e5d5fd26,0.5850230446290429,-0.3162402482807507
42,f6a282c4-354e-46e1-b7a1-caad6d75f6a4,0.2332143807889294,0.475015821360167
43,1a71ec06-8cd6-4e8e-b1aa-d1972a0c1dad,0.19300847581548988,0.5213094767094216
44,88500e12-40b2-472f-ad27-1e9f65f3f2db,0.4425814956496001,0.045699846725163085
45,91756e19-0cf1-4d2b-8b67-d270a86d657e,0.24184013821346426,0.48246487119266523
46,03d74625-7a99-4b8b-8a47-91633ff60d51,0.07547882893842962,0.7323615575597682
47,77222d6b-3fc9-4e37-87ed-3c9eaaea32c1,0.7638226970286013,-0.10813532310508384
48,f6399c5f-e702-43e4-88eb-25c854a5edd0,0.1526100546941091,0.5533378151607573
49,a13517c5-e479-4b8d-af02-62e5ee9833dc,0.09078378746653877,0.5617961980086847
50,7adf6391-15ac-48ff-be6d-67360317ec3c,0.05409591441793163,0.9618066366400387
51,4eb21593-bc85-4158-8e39-14df823047ff,0.14331228715628364,0.7390673845667828
52,e299786a-ef93-4ffd-8421-abba8e390a98,0.07270147141296039,0.9411921763714916
53,bc325a98-6f5d-40e5-aea1-76b3d8fc4706,0.15544348450612555,0.9338205367897104
54,d08bf3ee-6e65-45b9-923c-6eec9afee6e5,0.5777923817558072,-0.3091474114484775
55,53c56595-0743-4715-9147-1a51386709e0,0.2563827752495208,0.5155799985401108
56,eb36c4f1-c21c-4396-bbe7-71ad1776b0a5,0.711551630317159,-0.1782322242850333
57,038b3166-0d68-4922-906c-0b00c6a4fd46,0.19828013906667863,0.2721904968538847
58,50dacdb3-9517-4e5c-94bd-7b209a387b1b,0.07394530146917755,0.7118993396925615
59,77c7d376-536d-4e43-bc1d-690cc3e75168,0.6285396287873911,0.22474078494298616
60,9f6b27ff-a11d-4f07-93d6-6274e2fc915c,0.29403388605649483,0.5238258122913042
61,7e445924-47c9-4eae-adea-7957c7b34be4,0.3176826166037911,0.12179622172887261
62,074ff76f-f1aa-4f49-8e7e-b044eca12e0f,0.25556027513839247,0.6376609657157308
63,d8ceb378-bb88-4677-8c55-a658b311297a,0.18243402233955502,0.5475087498121144
64,986dfbd6-cb41-4885-bdef-a24ac81895c5,0.36899280532602824,0.3824289698405027
65,79f4c9e9-1a03-4e26-ab80-564fdef67c78,0.12461341169694656,0.7781010311919061
66,8bb28295-6cb4-4827-b17d-c1a327de59d8,0.12715278780623043,0.9159156487498892
67,80a73e0a-9331-4eb3-89c3-821d37662fc4,0.22813048315773618,0.7609803973078699
68,238fe75e-05e5-416a-8659-20825cd6bdef,0.13888668152080885,0.4874359738207943
69,9e3b36f5-d273-45eb-bb6e-fad5286a728b,0.4766290711993366,-0.01699511055344226
70,40048b2e-6e7e-4c5e-9977-c70a77424895,0.07828797645904219,0.8371916141347654
71,898b49a9-5b65-49f8-bbca-c0f784f80b98,0.22229581762717926,0.3387724799955522
72,dfd99358-2cee-42ff-9128-b714c27a42b8,0.2568703756946449,0.6302235307410482
73,e0a5c667-9aa8-46de-a374-4a039eb197a1,0.1853422742674832,0.6554745898568566
74,fa803e0c-daf5-45db-b68a-58e9e22b2196,0.26728992713750543,0.6306636748747888
75,b239f73f-0d76-4760-bcee-f7fe06da2a06,0.1890182844980803,0.3791808760738024
76,aff429a5-4571-446f-acf3-f3c7c0cb352d,0.13522213232505026,0.8459572187168111
77,ac9ce3f0-c35d-4541-bc85-6f3b7edab881,0.3330246589775904,-0.07774725715876381
78,0fcac837-41e7-4f82-b04e-28628442b3ae,0.06658409781167263,0.9213581295706672
79,8c6849c6-9098-4d0d-83e8-4affb22d6b0f,0.1886146466973856,-0.12926189300633587
80,287d3971-4a2a-4e07-bd81-61be038787cc,0.2711676063303706,-0.3160532813956201
81,aa791a20-2773-4c73-8ba4-0704e00a4742,0.3184901793014951,0.35486799010362946
82,adb0b663-0c15-4c08-a089-2bb215f4872d,0.1333250739561222,0.590119040749454
83,931b479f-4fe0-4849-b94d-a1da2979539c,0.4730242822355691,0.6682043141723766
84,5ed56c20-59b7-4974-a8d1-b24f191b733f,0.15405370187206469,-0.39356813764170945
85,c335311b-cd1f-47a3-aa7b-51d9b9bad17d,0.42297008815494225,0.681920405450811
86,1e2e8459-a0c0-401e-aeec-5ca70eb2eb64,0.28980291439116534,-0.6576325124088037
87,714bc3f0-47aa-4c62-bd5f-54a994eed111,0.3163577936331059,0.4412732279843867
88,1d4f5dce-df7e-4958-8a06-b52781f48356,0.08363745299063124,0.01742272235301935
89,ade9bc02-46e2-460e-aed1-4fcf55c004f4,0.12083803691269274,0.5447872848140909
90,6973520c-8dd5-4f85-9ded-3cf6e3f93674,0.13403020979230276,0.1605413274335277
91,999ecec0-d397-473c-a949-58fd44b7c683,0.12465175033633286,0.538656011506042
92,5e2e7fd5-44b0-4abb-bdba-b7289a4e3413,0.27786645641285723,0.5160375593161723
93,a1a1881f-ae30-4a5b-9997-190fc776f658,0.16588025278034363,0.40723227935715284
94,e864e75c-4db9-41de-a734-aeef98e93d99,0.07154521145082501,0.8721007451349339
95,64d60f1a-8c1c-46e5-8731-1d5a64a07bd2,0.2553810880882207,0.5524867511618351
96,abccbb9c-c130-4459-bc6f-ed0598dfa9c7,0.29592553783374714,-0.2574656335228701
97,a7940583-5e2e-4682-b6f6-6d7aa8fce64f,0.06595582543590056,0.8081114642085983
98,295308b8-8731-48a5-a616-56bf976e4440,0.10338085070580098,0.8880627938970347
99,540f9672-69c0-4084-9c77-a6cb129fde14,0.12436117989313461,0.7304134469837347
100,84c86b39-6f46-44ab-ba8f-9427ec733518,0.7001280484907388,0.04886996473360047
101,cd81dc33-ac32-45b8-9a09-f907b08929bc,0.13642193256351862,0.2765951798379941
102,7ce2271a-9bf0-4f5d-ac88-0b85b4314bea,0.23911277877350393,0.22992262550492948
103,991abfff-ad69-4556-8d4a-32d25d427c2a,0.11665979146923278,0.69533705642468
104,2e5b7030-5db2-40ec-bba7-8cc6f56a4f62,0.6789800928117475,-0.24466162400382088
105,34525936-5071-45fd-91c2-16018ec8fe07,0.14556387112915792,0.3038404920789461
106,7876e32b-8a69-49ad-b99b-2419efd06ea1,0.17011905531764382,0.629064228845935
107,87b7217f-4f55-4370-a845-6e2b428451a1,0.19899225403744505,0.10651471187400602
108,f915779a-025a-45c8-b3f7-81949da6d0f3,0.20663637457848405,0.6108436517967349
109,3247ffa3-adc8-4978-9be8-4b07a0995e7b,0.06988871100224252,0.7275962271090989
110,b1f5c447-c175-4623-a0f2-671771f1df9c,0.09178813127122497,0.9406915792694268
111,a6d4dbc4-969d-4819-af85-f3b3cb56195e,0.23676637765747413,0.7730489227820111
112,8fcb8cae-6f09-4f53-b7a6-37d05ab8f78e,0.40456874192466025,-0.3567512877750029
113,8379b818-5015-4295-ba3f-9f2b736ebc54,0.39626253447102194,-0.48130686958270114
114,d9eb4321-7d18-472b-ace4-558fd0e1a3b2,0.18461667536251536,0.7515784876568364
115,9d37ea3a-3640-49b2-86b9-4375ea6dea78,0.22832189633157385,0.38986557280309575
116,264a836b-d0e2-4605-b6b6-4efde554e1c3,0.12456163015828978,0.6936619648559368
117,ccd465f0-fb96-4bf7-845b-b17e28f54ded,0.22247408459764742,0.06609817334577286
118,e2906947-9825-4fa5-80db-61c6d37c0323,0.3892926077676916,-0.4538450611917826
119,bf4e6e27-4eca-4f05-939b-ecda531b40fa,0.1424547236739705,0.22648727295114707
120,e12a754e-6bc9-4354-b166-13143af8256a,0.18297471206479252,0.520934699388282
121,40f88e89-e0e8-4923-a472-57319960a00c,0.08625978279264389,0.7663054112855893
122,4157e9ed-a139-407b-9713-9fc7996ddbf3,0.3698191453886533,0.3604167052689704
123,499ec1a6-b2fe-4b6f-a146-8b3fcb66d6ae,0.0780933666269414,0.8816080856334908
124,b4c5f759-6ad6-44aa-817f-946c0343b435,0.34270645221339374,0.5614010591776813
125,5e2b60fa-f6b9-4954-9b64-265c567cb1fa,0.5379567373875631,0.1368714651357198
126,cfe40921-0218-4988-8bd0-d698c56f3b13,0.8075251276280906,0.35420970082763753
